Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,Weather,NAS,Security,Carrier
2016-04-12,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,38,30,28
2016-04-14,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,28,25,37,28
2016-04-16,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,12,31,43,13
2016-04-18,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,28,44,44,28
2016-04-20,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,44,38,13
2016-04-22,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,29,40,39,30
2016-04-24,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,28,39,10
2016-04-26,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,23,44,15
2016-04-28,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,30,37,27
2016-04-30,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,35,37,11
2016-05-02,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,40,44,15
2016-05-04,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,39,34,11
2016-05-06,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,30,39,14
2016-05-08,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,44,43,22
2016-05-10,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,27,41,13
2016-05-12,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,29,39,38,19
2016-05-14,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,17,29,42,18
2016-05-16,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,12,45,45,27
2016-05-18,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,40,38,19
2016-05-20,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,25,20,31,23
2016-05-22,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,43,37,16
2016-05-24,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,20,31,10
2016-05-26,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,28,42,20
2016-05-28,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,36,33,23
2016-05-30,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,29,33,20
2016-06-01,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,20,30,12
2016-06-03,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,27,39,24
2016-06-05,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,30,41,20
2016-06-07,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,37,32,17
2016-06-09,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,29,30,39,20
2016-06-11,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,24,31,22
2016-06-13,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,41,41,14
2016-06-15,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,45,35,17
2016-06-17,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,19,38,40,13
2016-06-19,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,34,39,25
2016-06-21,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,19,45,41,15
2016-06-23,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,24,30,15
2016-06-25,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,32,41,21
2016-06-27,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,27,34,26
2016-06-29,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,19,27,35,29
2016-07-01,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,33,34,30
2016-07-03,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,37,36,21
2016-07-05,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,31,32,30
2016-07-07,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,40,30,15
2016-07-09,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,39,43,26
2016-07-11,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,26,45,24
2016-07-13,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,35,32,16
2016-07-15,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,29,35,18
2016-07-17,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,29,30,14
2016-07-19,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,34,30,29
2016-07-21,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,28,40,42,15
2016-07-23,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,21,33,34,27
2016-07-25,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,27,45,20
2016-07-27,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,22,34,30
2016-07-29,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,40,37,14
2016-07-31,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,40,41,14
2016-08-02,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,37,39,26
2016-08-04,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,26,40,17
2016-08-06,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,36,35,13
2016-08-08,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,35,33,30
2016-08-10,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,32,34,20
2016-08-12,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,33,45,23
2016-08-14,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,38,30,12
2016-08-16,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,37,45,22
2016-08-18,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,41,35,23
2016-08-20,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,31,31,18
2016-08-22,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,22,45,26
2016-08-24,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,28,39,26
2016-08-26,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,35,42,26
2016-08-28,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,37,43,29
2016-08-30,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,42,33,13
2016-09-01,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,22,32,21
2016-09-03,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,16,20,34,19
2016-09-05,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,16,24,45,21
2016-09-07,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,20,43,13
2016-09-09,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,44,35,18
2016-09-11,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,37,35,30
2016-09-13,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,15,38,30,30
2016-09-15,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,25,25,43,26
2016-09-17,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,37,33,28
2016-09-19,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,23,43,23
2016-09-21,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,27,31,13
2016-09-23,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,17,32,33,28
2016-09-25,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,15,32,41,19
2016-09-27,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,15,33,43,25
2016-09-29,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,12,45,45,14
2016-10-01,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,24,34,19
2016-10-03,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,19,27,36,25
2016-10-05,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,40,45,26
2016-10-07,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,16,43,34,13
2016-10-09,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,21,37,41,12
2016-10-11,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,12,35,32,22
2016-10-13,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,20,31,23
2016-10-15,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,23,34,24
2016-10-17,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,28,45,13
2016-10-19,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,41,42,28
2016-10-21,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,31,32,30
2016-10-23,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,44,40,12
2016-10-25,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,45,32,26
2016-10-27,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,31,45,18
2016-10-29,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,22,35,28
2016-10-31,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,29,35,27
2016-11-02,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,17,30,37,14
2016-11-04,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,29,40,25
2016-11-06,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,37,41,22
2016-11-08,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,41,32,28
2016-11-10,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,36,39,23
2016-11-12,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,35,35,29
2016-11-14,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,27,43,14
2016-11-16,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,28,41,43,16
2016-11-18,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,32,30,22
2016-11-20,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,23,38,37,29
2016-11-22,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,29,32,41,15
2016-11-24,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,28,33,38,19
2016-11-26,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,12,34,39,10
2016-11-28,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,40,32,16
2016-11-30,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,14,32,40,15
2016-12-02,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,15,26,43,11
2016-12-04,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,20,29,34,29
2016-12-06,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,16,24,45,19
2016-12-08,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,26,26,40,23
2016-12-10,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,18,33,32,30
2016-12-12,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,22,43,21
2016-12-14,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,13,44,37,25
2016-12-16,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,11,23,44,16
2016-12-18,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,27,41,27
2016-12-20,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,10,37,31,29
2016-12-22,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,22,36,40,16
2016-12-24,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,17,36,33,21
2016-12-26,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,30,40,34,23
2016-12-28,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,24,42,38,28
2016-12-30,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,237,27,36,32,30
2016-01-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,32,38,21
2016-01-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,39,32,26
2016-01-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,30,39,25
2016-01-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,26,44,28
2016-01-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,35,38,23
2016-01-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,20,40,39,28
2016-01-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,24,37,18
2016-01-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,39,36,25
2016-01-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,37,45,17
2016-01-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,20,22,31,10
2016-01-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,35,45,24
2016-01-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,20,31,14
2016-01-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,24,31,38,25
2016-01-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,19,24,44,25
2016-01-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,19,44,42,29
2016-01-31,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,33,45,29
2016-02-02,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,44,31,16
2016-02-04,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,19,34,34,27
2016-02-06,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,43,44,21
2016-02-08,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,25,30,37,21
2016-02-10,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,24,24,44,20
2016-02-12,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,41,44,13
2016-02-14,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,29,28,33,14
2016-02-16,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,42,38,29
2016-02-18,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,40,32,27
2016-02-20,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,23,36,16
2016-02-22,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,19,27,45,21
2016-02-24,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,39,31,29
2016-02-26,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,20,32,30,15
2016-02-28,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,20,41,30
2016-03-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,18,29,31,16
2016-03-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,19,44,41,24
2016-03-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,27,45,34,18
2016-03-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,39,34,11
2016-03-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,28,40,22
2016-03-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,20,39,19
2016-03-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,29,30,24
2016-03-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,25,29,30,29
2016-03-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,27,26,37,17
2016-03-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,21,40,16
2016-03-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,18,30,31,24
2016-03-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,27,36,26
2016-03-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,23,37,26
2016-03-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,36,36,13
2016-03-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,25,30,30
2016-03-31,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,18,27,30,22
2016-04-02,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,28,31,39,30
2016-04-04,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,44,41,20
2016-04-06,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,32,44,28
2016-04-08,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,40,38,11
2016-04-10,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,13,32,41,15
2016-04-12,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,28,26,45,24
2016-04-14,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,41,39,19
2016-04-16,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,23,38,27
2016-04-18,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,38,32,21
2016-04-20,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,39,41,20
2016-04-22,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,23,43,30,14
2016-04-24,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,24,41,27
2016-04-26,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,25,41,45,17
