Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,Weather,Security,Technical
2016-02-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,11,36
2016-02-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,6,10,43
2016-02-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,17,13,41
2016-03-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,5,19,22
2016-03-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,17,12,36
2016-03-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,6,44
2016-03-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,10,33
2016-03-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,8,39
2016-03-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,9,35
2016-03-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,13,16
2016-03-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,19,16
2016-03-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,11,16
2016-03-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,10,21
2016-03-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,8,38
2016-03-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,17,19
2016-03-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,1,16,32
2016-03-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,14,32
2016-03-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,20,16
2016-04-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,11,19
2016-04-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,5,8,22
2016-04-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,17,20
2016-04-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,19,20
2016-04-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,14,5,22
2016-04-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,3,6,27
2016-04-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,13,28
2016-04-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,0,19,44
2016-04-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,14,11,48
2016-04-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,6,6,17
2016-04-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,14,47
2016-04-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,1,19,23
2016-04-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,7,49
2016-04-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,5,27
2016-04-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,17,23
2016-05-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,5,7,48
2016-05-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,7,19
2016-05-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,3,7,37
2016-05-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,11,42
2016-05-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,6,49
2016-05-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,16,12,27
2016-05-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,3,16,40
2016-05-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,15,8,39
2016-05-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,4,5,47
2016-05-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,19,34
2016-05-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,8,41
2016-05-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,19,46
2016-05-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,13,18
2016-05-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,16,11,34
2016-05-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,0,9,18
2016-06-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,14,40
2016-06-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,7,26
2016-06-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,12,40
2016-06-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,8,29
2016-06-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,5,39
2016-06-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,3,16,26
2016-06-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,15,16,31
2016-06-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,18,30
2016-06-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,12,15
2016-06-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,20,21
2016-06-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,16,40
2016-06-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,16,19
2016-06-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,20,37
2016-06-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,6,10,18
2016-06-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,17,42
