Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,Weather,Technical
2016-03-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,5,16
2016-04-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,26,23
2016-04-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,7,23
2016-04-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,14,28
2016-04-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,16
2016-04-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,24,41
2016-04-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,18
2016-04-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,29,35
2016-04-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,20
2016-04-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,16,32
2016-04-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,4,21
2016-04-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,14,26
2016-04-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,22
2016-04-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,21,33
2016-04-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,24
2016-04-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,40
2016-05-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,20
2016-05-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,29,30
2016-05-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,21
2016-05-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,14,39
2016-05-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,23
2016-05-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,27,40
2016-05-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,10,18
2016-05-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,19,32
2016-05-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,2,16
2016-05-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,22,43
2016-05-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,15
2016-05-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,17,38
2016-05-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,8,23
2016-05-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,26,35
2016-05-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,18
2016-06-01,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,37
2016-06-03,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,6,25
2016-06-05,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,38
2016-06-07,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,13,16
2016-06-09,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,27,40
2016-06-11,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,3,22
2016-06-13,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,21,36
2016-06-15,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,11,19
2016-06-17,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,18,38
2016-06-19,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,6,17
2016-06-21,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,23,21
2016-06-23,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,16
2016-06-25,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,26,26
2016-06-27,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,9,23
2016-06-29,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,151,12,27
2016-01-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,3,17
2016-01-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,14,28
2016-01-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,2,15
2016-01-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,11,36
2016-01-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,1,19
2016-01-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,41
2016-01-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,21
2016-01-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,23,33
2016-01-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,15
2016-01-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,21,41
2016-01-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,5,18
2016-01-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,26
2016-01-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,8,18
2016-01-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,22,38
2016-01-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,16
2016-02-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,22,45
2016-02-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,23
2016-02-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,30
2016-02-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,21
2016-02-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,18,22
2016-02-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,22
2016-02-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,45
2016-02-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,16
2016-02-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,29,21
2016-02-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,17
2016-02-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,30,31
2016-02-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,22
2016-02-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,21,26
2016-02-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,4,16
2016-02-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,18,30
2016-03-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,23
2016-03-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,17,32
2016-03-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,3,20
2016-03-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,37
2016-03-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,6,23
2016-03-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,27,44
2016-03-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,5,17
2016-03-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,11,36
2016-03-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,16
2016-03-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,16,42
2016-03-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,3,15
2016-03-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,35
2016-03-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,1,19
2016-03-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,45
2016-03-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,7,15
2016-04-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,27,20
2016-04-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,8,20
2016-04-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,26,26
2016-04-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,3,16
2016-04-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,22,38
2016-04-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,4,18
2016-04-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,26
2016-04-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,4,16
2016-04-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,24,20
2016-04-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,19
2016-04-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,26,40
2016-04-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,20
2016-04-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,27,27
2016-04-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,19
2016-04-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,15,22
2016-05-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,11,18
2016-05-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,20,29
2016-05-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,7,19
2016-05-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,20,41
2016-05-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,13,21
2016-05-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,21
2016-05-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,23
2016-05-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,26
2016-05-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,1,22
2016-05-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,27
2016-05-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,11,23
2016-05-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,18,41
2016-05-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,10,16
2016-05-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,26,20
2016-05-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,14,22
2016-06-01,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,12,24
2016-06-03,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,8,15
2016-06-05,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,24,42
2016-06-07,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,1,22
2016-06-09,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,21,24
2016-06-11,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,18
2016-06-13,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,20,37
2016-06-15,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,9,21
2016-06-17,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,29,45
2016-06-19,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,7,20
2016-06-21,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,22,20
2016-06-23,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,5,20
2016-06-25,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,27,24
2016-06-27,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,2,21
2016-06-29,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,394,26,32
2016-01-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,7,23
2016-01-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,27,40
2016-01-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,8,22
2016-01-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,35
2016-01-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,23
2016-01-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,17,39
2016-01-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,1,22
2016-01-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,17,38
2016-01-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,19
2016-01-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,22
2016-01-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,7,21
2016-01-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,37
2016-01-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,8,17
2016-01-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,24,25
2016-01-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,15
2016-02-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,44
2016-02-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,4,19
2016-02-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,24,33
2016-02-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,4,22
2016-02-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,28,27
2016-02-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,7,19
2016-02-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,20
2016-02-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,18
2016-02-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,36
2016-02-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,9,20
2016-02-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,29,39
2016-02-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,16
2016-02-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,15,25
2016-02-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,22
2016-02-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,20,23
2016-03-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,22
2016-03-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,24,23
2016-03-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,15
2016-03-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,44
2016-03-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,4,17
2016-03-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,21,41
2016-03-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,11,18
2016-03-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,13,37
2016-03-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,5,15
2016-03-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,22
2016-03-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,3,17
2016-03-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,16,45
2016-03-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,3,15
2016-03-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,30,37
2016-03-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,1,19
2016-04-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,25
2016-04-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,8,17
2016-04-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,26,25
2016-04-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,13,16
2016-04-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,27,29
2016-04-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,3,19
2016-04-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,29,22
2016-04-15,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,1,23
2016-04-17,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,22,45
2016-04-19,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,14,15
2016-04-21,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,18,20
2016-04-23,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,6,18
2016-04-25,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,17,43
2016-04-27,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,13,20
2016-04-29,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,18,27
2016-05-01,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,7,19
2016-05-03,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,35
2016-05-05,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,10,18
2016-05-07,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,12,21
2016-05-09,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,13,19
2016-05-11,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,25,31
2016-05-13,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,609,2,22
